Name,Description,Location,Location On Hand,Location Committed,Location Available
K7699.24-F2269,HomePop Square Counter Stool - Blue Plaid,KFHQ,9,,9
K7699.24-F2269,HomePop Square Counter Stool - Blue Plaid,KFNJ,46,,46
K7700-A840,"HomePop Dinah Modern Dining Chair - Persimmon Lattice
(set of 2)",KFHQ,,,
K7700-A840,"HomePop Dinah Modern Dining Chair - Persimmon Lattice
(set of 2)",KFHQ : KFHQQU,3,,
K7700-A840,"HomePop Dinah Modern Dining Chair - Persimmon Lattice
(set of 2)",KFNJ,,,
K7700-F2280,"HomePop Dinah Modern Dining Chair - Navy
(set of 2)",KFNJ,55,7,48
K7700-F2280,"HomePop Dinah Modern Dining Chair - Navy
(set of 2)",KFHQ,37,1,36
K7701.24-A839,HomePop Dinah Modern Counter Stool -Modern Grey Lattice,KFHQ,35,2,33
K7701.24-A839,HomePop Dinah Modern Counter Stool -Modern Grey Lattice,KFNJ,5,4,1
K7701.24-F2280,HomePop Dinah Modern Counter Stool - Indigo,KFHQ,59,9,50
K7701.24-F2280,HomePop Dinah Modern Counter Stool - Indigo,KFNJ,95,4,91
K7701.24-F2281,HomePop Dinah Modern Counter Stool - Pewter,KFNJ,43,1,42
K7701.24-F2281,HomePop Dinah Modern Counter Stool - Pewter,KFHQ,97,,97
K7701.24-F2283,HomePop Dinah Modern Counter Stool - Stone,KFNJ,32,6,26
K7701.24-F2283,HomePop Dinah Modern Counter Stool - Stone,KFHQ,16,,16
K7702-F2338,HomePop Marin Curved Back Dining Chair - Stain Resistant Textured Linen - single pack,KFHQ,55,8,47
K7702-F2338,HomePop Marin Curved Back Dining Chair - Stain Resistant Textured Linen - single pack,KFNJ,44,27,17
K7703-A832,HomePop Round Storage Ottoman - Grey Medallion,KFHQ,203,15,188
K7703-A832,HomePop Round Storage Ottoman - Grey Medallion,KFNJ,52,19,33
K7703-A837,HomePop Round Storage Ottoman - Navy Floral,KFNJ,65,20,45
K7703-A837,HomePop Round Storage Ottoman - Navy Floral,KFHQ,21,,21
K7703-F1147,HomePop Round Storage Ottoman - Black Geo,KFHQ,,,
K7703-F1147,HomePop Round Storage Ottoman - Black Geo,KFNJ,,,
K7703-F2273,HomePop Round Storage Ottoman - Teal,KFNJ,77,13,64
K7703-F2273,HomePop Round Storage Ottoman - Teal,KFHQ,43,8,35
K7710-B258,"SPATIAL ORDER - Miller Modern 18"" Round Velvet Tufted Storage Ottoman, Pink",KFHQ,5,,5
K7710-B258,"SPATIAL ORDER - Miller Modern 18"" Round Velvet Tufted Storage Ottoman, Pink",KFNJ,31,,31
K7710-B269,"SPATIAL ORDER - Miller Modern 18"" Round Velvet Tufted Storage Ottoman, Gray",KFNJ,,,
K7710-B269,"SPATIAL ORDER - Miller Modern 18"" Round Velvet Tufted Storage Ottoman, Gray",KFHQ,15,,15
K7710-B271,HomePop Modern Round Velvet Tufted Storage Ottoman - Wasabi Green,KFNJ,,,
K7710-B271,HomePop Modern Round Velvet Tufted Storage Ottoman - Wasabi Green,KFHQ,45,1,44
K7710-B272,HomePop Modern Round Velvet Tufted Storage Ottoman - Persimmon Orange,KFNJ,,,
K7710-B272,HomePop Modern Round Velvet Tufted Storage Ottoman - Persimmon Orange,KFHQ,41,1,40
K7710-F2233,"SPATIAL ORDER - Miller Modern 18"" Round Tufted Storage Ottoman, Orange",KFHQ,31,,31
K7710-F2233,"SPATIAL ORDER - Miller Modern 18"" Round Tufted Storage Ottoman, Orange",KFNJ,30,,30
K7710-F2360,HomePop Modern Round Tufted Storage Ottoman - Aqua,KFHQ,77,2,75
K7710-F2360,HomePop Modern Round Tufted Storage Ottoman - Aqua,KFNJ,,,
K7710-F2371,HomePop Modern Round Tufted Storage Ottoman - Textured Gray,KFHQ,63,2,61
K7710-F2371,HomePop Modern Round Tufted Storage Ottoman - Textured Gray,KFNJ,,,
K7716-F2296,HomePop Round Storage Ottoman - Green Tweed,KFNJ,6,6,
K7716-F2296,HomePop Round Storage Ottoman - Green Tweed,KFHQ,33,6,27
K7716-F2297,HomePop Round Storage Ottoman - Light Gray Tweed,KFHQ,21,10,11
K7716-F2297,HomePop Round Storage Ottoman - Light Gray Tweed,KFNJ,40,10,30
K7716-F2298,HomePop Round Storage Ottoman - Teal Tweed,KFHQ,3,3,
K7716-F2298,HomePop Round Storage Ottoman - Teal Tweed,KFNJ,82,24,58
K7717-B293,HomePop Velvet Tufted Ottoman - Blush Pink,KFHQ,67,,67
K7717-B293,HomePop Velvet Tufted Ottoman - Blush Pink,KFNJ,,,
K7732-F2280,"SPATIAL ORDER - Dinah 24"" Storage Ottoman, Blue",KFHQ,2,2,
K7732-F2280,"SPATIAL ORDER - Dinah 24"" Storage Ottoman, Blue",KFNJ,1,,1
K7732-F2281,"SPATIAL ORDER - Dinah 24"" Storage Ottoman, Gray",KFHQ,1,,1
K7732-F2281,"SPATIAL ORDER - Dinah 24"" Storage Ottoman, Gray",KFNJ,,,
K7732-F2290,"SPATIAL ORDER - Dinah 24"" Storage Ottoman, Brown",KFNJ,,,
K7732-F2290,"SPATIAL ORDER - Dinah 24"" Storage Ottoman, Brown",KFHQ,,,
K7733-A864,"SPATIAL ORDER - Hudson Modern  Ottoman, Gray Lines Print",KFHQ,24,3,21
K7733-A864,"SPATIAL ORDER - Hudson Modern  Ottoman, Gray Lines Print",KFNJ,,,
K7733-B255,"SPATIAL ORDER - Hudson Modern Velvet Ottoman, Black",KFNJ,,,
K7733-B255,"SPATIAL ORDER - Hudson Modern Velvet Ottoman, Black",KFHQ,32,,32
K7733-B256,"SPATIAL ORDER - Hudson Modern Velvet Ottoman, Navy",KFNJ,,,
K7733-B256,"SPATIAL ORDER - Hudson Modern Velvet Ottoman, Navy",KFHQ,,,
K7733-B258,"SPATIAL ORDER - Hudson Modern Velvet Ottoman, Pink",KFNJ,,,
K7733-B258,"SPATIAL ORDER - Hudson Modern Velvet Ottoman, Pink",KFHQ,26,,26
K7733-B260,"SPATIAL ORDER - Hudson Modern Velvet Ottoman, Gray",KFNJ,,,
K7733-B260,"SPATIAL ORDER - Hudson Modern Velvet Ottoman, Gray",KFHQ,51,,51
K7734.24-F2323,"Homepop 24"" Backless Counter stool with nailheads - Cream with Red Stripe",KFNJ,,,
K7734.24-F2323,"Homepop 24"" Backless Counter stool with nailheads - Cream with Red Stripe",KFHQ,42,,42
K7743-B267,Fulton Velvet Storage Bench - Dark Navy,KFNJ,130,5,125
K7743-B267,Fulton Velvet Storage Bench - Dark Navy,KFHQ,89,3,86
K7743-B268,Fulton Velvet Storage Bench - Pink,KFHQ,37,2,35
K7743-B268,Fulton Velvet Storage Bench - Pink,KFNJ,2,2,
K7743-B269,Fulton Velvet Storage Bench - Gray,KFHQ,67,2,65
K7743-B269,Fulton Velvet Storage Bench - Gray,KFNJ,100,4,96
K7743-B270,Fulton Velvet Storage Bench - Aqua Blue,KFHQ,145,1,144
K7743-B270,Fulton Velvet Storage Bench - Aqua Blue,KFNJ,100,5,95
K7743-F2327,HomePop Fulton Storage Bench - White Windowpane,KFNJ,,,
K7743-F2327,HomePop Fulton Storage Bench - White Windowpane,KFHQ,25,4,21
K7743-YDQY-2,HomePop Fulton Storage Bench - Distressed Brown Faux Leather,KFNJ,,,
K7743-YDQY-2,HomePop Fulton Storage Bench - Distressed Brown Faux Leather,KFHQ,40,,40
K7746-A870,HomePop Armless Dining Accent Chair - Blue and Pink Floral,KFNJ,,,
K7746-A870,HomePop Armless Dining Accent Chair - Blue and Pink Floral,KFHQ,15,,15
K7746-F2378,HomePop Armless Dining Accent Chair - Medium Black Plaid,KFNJ,,,
K7746-F2378,HomePop Armless Dining Accent Chair - Medium Black Plaid,KFHQ,51,,51
K7746-F2381,HomePop Armless Dining Accent Chair - Tan Plaid,KFNJ,,,
K7746-F2381,HomePop Armless Dining Accent Chair - Tan Plaid,KFHQ,23,,23
K7746-F2383,HomePop Armless Dining Accent Chair - Light Gray Plaid,KFHQ,44,1,43
K7746-F2383,HomePop Armless Dining Accent Chair - Light Gray Plaid,KFNJ,,,
K7757-E697,"HomePop Macalester 48"" Tufted Storage Bench - Brown Faux Leather",KFHQ,60,2,58
K7757-E697,"HomePop Macalester 48"" Tufted Storage Bench - Brown Faux Leather",KFNJ,63,1,62
K7757-F2111,"HomePop Macalester 48"" Tufted Storage Bench - Gray",KFHQ,70,,70
K7757-F2111,"HomePop Macalester 48"" Tufted Storage Bench - Gray",KFNJ,15,,15
K7761-F2377,HomePop Kid's Tufted Wingback Chair - Mini Black Plaid,KFHQ,,,
K7761-F2377,HomePop Kid's Tufted Wingback Chair - Mini Black Plaid,KFNJ,,,
K7763-B293,HomePop Kid's Cushioned Slipper Chair- Textured Pink Faux Fur,KFHQ,41,41,
K7763-B293,HomePop Kid's Cushioned Slipper Chair- Textured Pink Faux Fur,KFNJ,,,
K7763-E697,HomePop Kid's Faux Fur Cushioned Slipper Chair- Brown Faux Leather,KFHQ,33,33,
K7763-E697,HomePop Kid's Faux Fur Cushioned Slipper Chair- Brown Faux Leather,KFNJ,,,
K7768-F2337,HomePop Twin Upholstered Headboard- Stain Resistant Gray Fabric,KFHQ,153,,153
K7768-F2337,HomePop Twin Upholstered Headboard- Stain Resistant Gray Fabric,KFNJ,,,
K7770-A853,HomePop Kid's Modern Slipper Chair- Indigo and White Lattice,KFNJ,,,
K7770-A853,HomePop Kid's Modern Slipper Chair- Indigo and White Lattice,KFHQ,41,,41
K7770-A857,HomePop Kid's Modern Slipper Chair- Pink and White Lattice,KFHQ,82,,82
K7770-A857,HomePop Kid's Modern Slipper Chair- Pink and White Lattice,KFNJ,,,
K7770-F2377,HomePop Kid's Modern Slipper Chair - Mini Black Plaid,KFHQ,80,80,
K7770-F2377,HomePop Kid's Modern Slipper Chair - Mini Black Plaid,KFNJ,,,
K7776-A870,HomePop Gerrit Modern Accent Chair - Blue and Pink Floral,KFNJ,,,
K7776-A870,HomePop Gerrit Modern Accent Chair - Blue and Pink Floral,KFHQ,,,
K7782-E895,HomePop Queen Bed - Brown Faux Leather,KFNJ,,,
K7782-E895,HomePop Queen Bed - Brown Faux Leather,KFHQ,4,,4
K7783-A859,HomePop Large Square All-Over Tufted Ottoman - Multicolored Floral,KFHQ,,,
K7783-A859,HomePop Large Square All-Over Tufted Ottoman - Multicolored Floral,KFNJ,,,
K7783-A863,HomePop Large Square All-Over Tufted Ottoman - Modern Floral Blue,KFNJ,,,
K7783-A863,HomePop Large Square All-Over Tufted Ottoman - Modern Floral Blue,KFHQ,,,
K7783-A868,HomePop Large Square All-Over Tufted Ottoman - Blue  and Cream Medallion,KFNJ,,,
K7783-A868,HomePop Large Square All-Over Tufted Ottoman - Blue  and Cream Medallion,KFHQ,,,
K7785-YDQY2,HomePop Brooklyn Large Pillowtop Ottoman - Light Brown Faux Leather,KFHQ,,,
K7785-YDQY2,HomePop Brooklyn Large Pillowtop Ottoman - Light Brown Faux Leather,KFNJ,,,
K7795-F2358,HomePop Pillowtop Accent Chair - Gray,KFNJ,,,
K7795-F2358,HomePop Pillowtop Accent Chair - Gray,KFHQ,,,
K7801-Y199,HomePop Square Wood and Metal Accent Table with Shelf Storage - Dark Walnut and Ebony,KFNJ,,,
K7801-Y199,HomePop Square Wood and Metal Accent Table with Shelf Storage - Dark Walnut and Ebony,KFHQ,34,,34
K7802-YDQY-2,"HomePop Draper 58"" Large Ottoman with Button Tufting - Light Brown Faux Leather",KFNJ,5,5,
K7802-YDQY-2,"HomePop Draper 58"" Large Ottoman with Button Tufting - Light Brown Faux Leather",KFHQ,61,6,55
K7803-YDQY-2,HomePop Draper Ottoman with Button Tufting - Light Brown Faux Leather,KFNJ,89,6,83
K7803-YDQY-2,HomePop Draper Ottoman with Button Tufting - Light Brown Faux Leather,KFHQ,98,1,97
K7820-Y199,HomePop Square Wood Accent Table with Shelf Storage - Dark Walnut,KFNJ,,,
K7820-Y199,HomePop Square Wood Accent Table with Shelf Storage - Dark Walnut,KFHQ,1,1,
K7821-Y199,HomePop Round X-Base Wood Accent Table with Shelf Storage - Dark Walnut,KFHQ,62,1,61
K7821-Y199,HomePop Round X-Base Wood Accent Table with Shelf Storage - Dark Walnut,KFNJ,,,
K7833-F2369,HomePop Shoe Storage Ottoman - Gray Taupe,KFHQ,46,3,43
K7833-F2369,HomePop Shoe Storage Ottoman - Gray Taupe,KFNJ,,,
K7848-A865,HomePop Riley Dining Accent Chair - Turquoise Floral,KFHQ,35,,35
K7848-A865,HomePop Riley Dining Accent Chair - Turquoise Floral,KFNJ,,,
K7849-A864,HomePop Milo Dining Accent Chair - Gray Lines,KFHQ,9,,9
K7849-A864,HomePop Milo Dining Accent Chair - Gray Lines,KFNJ,,,
K7854.24-F2011,"HomePop 24"" Swivel Counter Stool - Flax",KFHQ,,,
K7854.24-F2011,"HomePop 24"" Swivel Counter Stool - Flax",KFNJ,6,6,
K7854.24-F2111,"HomePop 24"" Swivel Counter Stool - Charcoal",KFNJ,,,
K7854.24-F2111,"HomePop 24"" Swivel Counter Stool - Charcoal",KFHQ,50,33,17
K7866-B298,HomePop Ashby Accent Chair - Navy Textured Velvet,KFHQ,83,,83
K7866-B298,HomePop Ashby Accent Chair - Navy Textured Velvet,KFNJ,,,
K7874-E903,HomePop Round Tufted Ottoman - Gray Faux Leather,KFNJ,,,
K7874-E903,HomePop Round Tufted Ottoman - Gray Faux Leather,KFHQ,23,,23
K7874-YDQY-2,HomePop Round Tufted Ottoman - Light Brown Faux Leather,KFNJ,,,
K7874-YDQY-2,HomePop Round Tufted Ottoman - Light Brown Faux Leather,KFHQ,-1,,
K7884-B299,HomePop Modern Armchair - Textured Ruby Velvet,KFNJ,,,
K7884-B299,HomePop Modern Armchair - Textured Ruby Velvet,KFHQ,6,,6
K7898-F2365,HomePop Pin- Tufted Ottoman - Dark Blue,KFNJ,11,,11
K7898-F2365,HomePop Pin- Tufted Ottoman - Dark Blue,KFHQ,38,,38
K7905-F2371,HomePop Small Pin-Tufted Ottoman - Textured Gray,KFHQ,51,,51
K7905-F2371,HomePop Small Pin-Tufted Ottoman - Textured Gray,KFNJ,,,
K7905-YDQY-2,HomePop Small Pin-Tufted Ottoman - Distressed Brown Faux Leather,KFHQ,19,,19
K7905-YDQY-2,HomePop Small Pin-Tufted Ottoman - Distressed Brown Faux Leather,KFNJ : KFNJQU,1,,
K7905-YDQY-2,HomePop Small Pin-Tufted Ottoman - Distressed Brown Faux Leather,KFNJ,,,
K7915-E899,HomePop X Bench - Brown Faux Leather,KFHQ,64,3,61
K7915-E899,HomePop X Bench - Brown Faux Leather,KFNJ,37,1,36
K7926-A859,HomePop Slipper Chair- Multicolored Floral,KFHQ,,,
K7926-A859,HomePop Slipper Chair- Multicolored Floral,KFNJ,,,
K7926-A867,HomePop Slipper Chair -Blue and Tan Floral,KFHQ,,,
K7926-A867,HomePop Slipper Chair -Blue and Tan Floral,KFNJ,,,
K7926-A868,HomePop Slipper Chair -Blue  and Cream Medallion,KFNJ,,,
K7926-A868,HomePop Slipper Chair -Blue  and Cream Medallion,KFHQ,,,
K7982-F2348,"HomePop Luxury 28"" Square Storage Ottoman - Gray Geometric",KFNJ,,,
K7982-F2348,"HomePop Luxury 28"" Square Storage Ottoman - Gray Geometric",KFHQ,85,3,82
K7986-F2377,HomePop Small Decorative Ottoman - Mini Black Plaid,KFHQ,73,,73
K7986-F2377,HomePop Small Decorative Ottoman - Mini Black Plaid,KFNJ,3,,3
K8000-A750,HomePop Modern Armless Dining Accent Chair - Suri Blue,KFNJ,35,2,33
K8000-A750,HomePop Modern Armless Dining Accent Chair - Suri Blue,KFHQ,7,,7
K8000-F2114,HomePop Modern Armless Dining Accent Chair - Gray,KFNJ,,,
K8000-F2114,HomePop Modern Armless Dining Accent Chair - Gray,KFHQ,53,1,52
K8000-F2231,HomePop Modern Armless Dining Accent Chair - Dove Gray Stripe,KFHQ,84,,84
K8000-F2231,HomePop Modern Armless Dining Accent Chair - Dove Gray Stripe,KFNJ,,,
K8000-F2262,HomePop Modern Armless Dining Accent Chair - Black Plaid,KFHQ,31,,31
K8000-F2262,HomePop Modern Armless Dining Accent Chair - Black Plaid,KFNJ,10,1,9
K8000-F2398,HomePop Modern Armless Dining Accent Chair - Cream,KFHQ,29,,29
K8000-F2398,HomePop Modern Armless Dining Accent Chair - Cream,KFNJ,13,2,11
K8000-F2399,HomePop Modern Armless Dining Accent Chair - Navy Blue,KFHQ,32,3,29
K8000-F2399,HomePop Modern Armless Dining Accent Chair - Navy Blue,KFNJ,,,
K8086-A865,HomePop Mid-Century Storage Bench - Teal Floral,KFHQ,79,,79
K8086-A865,HomePop Mid-Century Storage Bench - Teal Floral,KFNJ,1,,1
K8086-B256,"SPATIAL ORDER - Kaufmann 39.5"" Modern Storage Bench, Navy",KFHQ,17,5,12
K8086-B256,"SPATIAL ORDER - Kaufmann 39.5"" Modern Storage Bench, Navy",KFNJ,,,
K8086-B273,"SPATIAL ORDER - Kaufmann 39.5"" Modern Storage Bench, Yellow",KFNJ,48,4,44
K8086-B273,"SPATIAL ORDER - Kaufmann 39.5"" Modern Storage Bench, Yellow",KFHQ,15,2,13
K8086-F2232,"SPATIAL ORDER - Kaufmann 39.5"" Modern Storage Bench, Gray",KFHQ,11,1,10
K8086-F2232,"SPATIAL ORDER - Kaufmann 39.5"" Modern Storage Bench, Gray",KFNJ,41,3,38
K8086-F2294,HomePop Mid-Century Storage Bench - Textured Gray,KFNJ,,,
K8086-F2294,HomePop Mid-Century Storage Bench - Textured Gray,KFHQ,42,2,40
K8116-F2276,Caroline Tufted Ottoman - Light Gray - Threshold,KFNJ,132,9,123
K8116-F2276,Caroline Tufted Ottoman - Light Gray - Threshold,KFHQ,49,4,45
K8116-F2313,Caroline Tufted Ottoman - Charcoal - Threshold,KFHQ,135,5,130
K8116-F2313,Caroline Tufted Ottoman - Charcoal - Threshold,KFNJ,137,6,131
K8127-F2287,Buffalo Plaid Stool - Blue - Threshold,KFHQ,112,1,111
K8127-F2287,Buffalo Plaid Stool - Blue - Threshold,KFNJ,137,1,136
K8142-S005,"SPATIAL ORDER - Round Charging Accent Table with USB, Black",KFHQ,54,,54
K8142-S005,"SPATIAL ORDER - Round Charging Accent Table with USB, Black",KFNJ,,,
K8151-E900,"HomePop 24"" Swivel Counter Stool - Brown Faux Leather",KFHQ,,,
K8151-E900,"HomePop 24"" Swivel Counter Stool - Brown Faux Leather",KFNJ,,,
K8168-E697,Carver 5pc Large Ottoman with Flip Top Lids - Espresso Faux Leather,KFHQ,,,
K8168-E697,Carver 5pc Large Ottoman with Flip Top Lids - Espresso Faux Leather,KFNJ,,,
K8176-YDQY-2,HomePop Small Decorative Ottoman - Distressed Brown Faux Leather,KFNJ,116,6,110
K8176-YDQY-2,HomePop Small Decorative Ottoman - Distressed Brown Faux Leather,KFHQ,237,5,232
K8506-F2114,HomePop Tradional Barrel Chair - Gray,KFHQ,57,,57
K8506-F2114,HomePop Tradional Barrel Chair - Gray,KFNJ,,,
K8506-F2231,HomePop Tradional Barrel Chair - Dove Gray Stripe,KFHQ,44,,44
K8506-F2231,HomePop Tradional Barrel Chair - Dove Gray Stripe,KFNJ,,,
K8506-F2399,HomePop Traditional Barrel Chair - Navy Blue,KFHQ,28,,28
K8506-F2399,HomePop Traditional Barrel Chair - Navy Blue,KFNJ,,,
K8532-B306,HomePop Sherpa Accent Chair with Wood Legs - Cream,KFNJ,,,
K8532-B306,HomePop Sherpa Accent Chair with Wood Legs - Cream,KFHQ : KFHQQU,,,
K8532-B306,HomePop Sherpa Accent Chair with Wood Legs - Cream,KFHQ,47,3,44
K8532-B306,HomePop Sherpa Accent Chair with Wood Legs - Cream,KFNJ : KFNJQU,,,
K8536-B302,HomePop Modern Sherpa Accent Chair - Gray,KFNJ,,,
K8536-B302,HomePop Modern Sherpa Accent Chair - Gray,KFHQ,82,1,81
K8536-B303,HomePop Modern Sherpa Accent Chair -Cream,KFNJ,94,12,82
K8536-B303,HomePop Modern Sherpa Accent Chair -Cream,KFHQ,1,1,
K8537-B304,HomePop Tufted Ottoman with Wooden Storage - Cream,KFNJ,,,
K8537-B304,HomePop Tufted Ottoman with Wooden Storage - Cream,KFHQ,46,,46
K8537-B305,HomePop Tufted  Ottoman with Wooden Storage - Gray,KFNJ,,,
K8537-B305,HomePop Tufted  Ottoman with Wooden Storage - Gray,KFHQ,43,,43
K8561-F2110,"HomePop Luxury 32"" Square Storage Ottoman - Textured Navy",KFHQ,,,
K8561-F2110,"HomePop Luxury 32"" Square Storage Ottoman - Textured Navy",KFNJ,,,
K8561-F2182,"HomePop Luxury 32"" Square Storage Ottoman - Slate Gray",KFNJ,149,8,141
K8561-F2182,"HomePop Luxury 32"" Square Storage Ottoman - Slate Gray",KFHQ,50,5,45
K8562-E900,"HomePop Luxury 46"" Storage Bench - Brown Faux Leather",KFHQ,45,,45
K8562-E900,"HomePop Luxury 46"" Storage Bench - Brown Faux Leather",KFNJ,,,
K8562-F1399,"HomePop Luxury 46"" Storage Bench - Tan Woven",KFHQ,46,,46
K8562-F1399,"HomePop Luxury 46"" Storage Bench - Tan Woven",KFNJ,,,
K8562-F2182,"HomePop Luxury 46"" Storage Bench - Slate Gray",KFHQ,40,,40
K8562-F2182,"HomePop Luxury 46"" Storage Bench - Slate Gray",KFNJ,,,
K8562-F2262,"HomePop Luxury 46"" Storage Bench - Black Plaid",KFNJ,,,
K8562-F2262,"HomePop Luxury 46"" Storage Bench - Black Plaid",KFHQ,34,,34
K8563-F2110,"HomePop Luxury 46"" Storage Bench with Nailhead Trim - Textured Navy",KFNJ,,,
K8563-F2110,"HomePop Luxury 46"" Storage Bench with Nailhead Trim - Textured Navy",KFHQ,46,,46
K8563-F2111,"HomePop Luxury 46"" Storage Bench with Nailhead Trim - Gray Woven",KFHQ,37,,37
K8563-F2111,"HomePop Luxury 46"" Storage Bench with Nailhead Trim - Gray Woven",KFNJ,,,
K8564-F2110,HomePop Large Round Storage Ottoman - Textured Navy,KFHQ,,,
K8564-F2110,HomePop Large Round Storage Ottoman - Textured Navy,KFNJ,,,
K8564-F2111,HomePop Large Round Storage Ottoman - Gray Woven,KFHQ,65,,65
K8564-F2111,HomePop Large Round Storage Ottoman - Gray Woven,KFNJ,,,
K8566-B306,HomePop Modern Sherpa Storage Bench with Wood Legs - Cream,KFHQ : KFHQQU,,,
K8566-B306,HomePop Modern Sherpa Storage Bench with Wood Legs - Cream,KFNJ : KFNJQU,,,
K8566-B306,HomePop Modern Sherpa Storage Bench with Wood Legs - Cream,KFHQ,25,10,15
K8566-B306,HomePop Modern Sherpa Storage Bench with Wood Legs - Cream,KFNJ,,,
K8596-B306,HomePop Modern Metal Sherpa Ottoman - Cream,KFHQ : KFHQQU,,,
K8596-B306,HomePop Modern Metal Sherpa Ottoman - Cream,KFHQ,45,2,43
K8596-B306,HomePop Modern Metal Sherpa Ottoman - Cream,KFNJ,,,
K8596-B306,HomePop Modern Metal Sherpa Ottoman - Cream,KFNJ : KFNJQU,,,
K8597-B306,HomePop Modern Metal Sherpa Bench - Cream,KFHQ,45,9,36
K8597-B306,HomePop Modern Metal Sherpa Bench - Cream,KFNJ,,,
K8597-B306,HomePop Modern Metal Sherpa Bench - Cream,KFNJ : KFNJQU,,,
K8597-B306,HomePop Modern Metal Sherpa Bench - Cream,KFHQ : KFHQQU,,,
K8598-B306,HomePop Sherpa Storage Bench - Cream,KFHQ,47,,47
K8598-B306,HomePop Sherpa Storage Bench - Cream,KFHQ : KFHQQU,,,
K8598-B306,HomePop Sherpa Storage Bench - Cream,KFNJ : KFNJQU,,,
K8598-B306,HomePop Sherpa Storage Bench - Cream,KFNJ,,,
MISC,MISC,- None -,,,
N4538-E608,HomePop Deluxe Large Faux Leather Tufted Storage Bench - Gray,KFNJ,7,2,5
N4538-E608,HomePop Deluxe Large Faux Leather Tufted Storage Bench - Gray,KFHQ,125,5,120
N5762-E155,Square Tufted Faux Leather Storage Ottoman,KFHQ,217,18,199
N5762-E155,Square Tufted Faux Leather Storage Ottoman,KFNJ,,,
N5762-E607,Tufted Square Dark Red Leatherette Storage Ottoman,KFHQ,135,7,128
N5762-E607,Tufted Square Dark Red Leatherette Storage Ottoman,KFNJ,146,3,143
N5762-F2110,Square Tufted Storage Ottoman - Textured Navy,KFHQ,1,1,
N5762-F2110,Square Tufted Storage Ottoman - Textured Navy,KFNJ,,,
N5762-YDQY-2,HomePop Square Tufted Storage Ottoman - Distressed Brown Faux Leather,KFNJ,65,3,62
N5762-YDQY-2,HomePop Square Tufted Storage Ottoman - Distressed Brown Faux Leather,KFHQ,79,1,78
N6196-E074,HomePop Large Faux Leather Tufted Storage Bench - Brown,KFNJ,49,9,40
N6196-E074,HomePop Large Faux Leather Tufted Storage Bench - Brown,KFHQ,96,4,92
N6302-F1108,Decorative Geometric Multicolor Storage Bench,KFNJ,82,1,81
N6302-F1108,Decorative Geometric Multicolor Storage Bench,KFHQ,128,,128
N6302-F1550,HomePop Teal Chunky Textured Decorative Storage Bench,KFHQ,85,5,80
N6302-F1550,HomePop Teal Chunky Textured Decorative Storage Bench,KFNJ,45,14,31
N6302-F1569,HomePop Mango Coral Chunky Textured Decorative Storage Bench,KFNJ,73,3,70
N6302-F1569,HomePop Mango Coral Chunky Textured Decorative Storage Bench,KFHQ,15,,15
N6302-F1570,Chunky Textured Decorative Storage Bench,KFNJ,43,13,30
N6302-F1570,Chunky Textured Decorative Storage Bench,KFHQ,23,4,19
N6337-F1337,Parson Modern Dining Accent chair,KFNJ,60,3,57
N6337-F1337,Parson Modern Dining Accent chair,KFHQ,103,1,102
N6354-A708,"HomePop Parsons Deluxe Multi-color Ikat Dining Chairs
(Set of 2)",KFNJ,142,1,141
N6354-A708,"HomePop Parsons Deluxe Multi-color Ikat Dining Chairs
(Set of 2)",KFHQ,192,4,188
N6354-E073,HomePop Parsons Dining Chair - Black Faux Leather - set of 2,KFNJ,,,
N6354-E073,HomePop Parsons Dining Chair - Black Faux Leather - set of 2,KFHQ,27,10,17
N6354-E074,HomePop Parsons Dining Chair - Brown Faux Leather - set of 2,KFNJ,15,10,5
N6354-E074,HomePop Parsons Dining Chair - Brown Faux Leather - set of 2,KFHQ,,,
N6354-F1331,"HomePop Elegant Blue and Brown Damask Parson Chair
(Set of 2)",KFNJ,,,
N6354-F1331,"HomePop Elegant Blue and Brown Damask Parson Chair
(Set of 2)",KFHQ,68,2,66
N6354-F1423,"HomePop Multi Color Medallion Fabric
(Set of 2)",KFHQ,270,1,269
N6354-F1423,"HomePop Multi Color Medallion Fabric
(Set of 2)",KFNJ,35,4,31
N6354-F354,"Leopard Parsons Chairs
(Set of 2)",KFHQ,22,2,20
N6354-F354,"Leopard Parsons Chairs
(Set of 2)",KFNJ,42,5,37
N6354-F827,"HomePop Blue and Brown Paisley Parsons Chair
(Set of 2)",KFNJ,172,8,164
N6354-F827,"HomePop Blue and Brown Paisley Parsons Chair
(Set of 2)",KFHQ,9,,9
N6354-F923,"Dots Parson Chairs
(Set of 2)",KFNJ,,,
N6354-F923,"Dots Parson Chairs
(Set of 2)",KFHQ,48,2,46
N6354-YDQY-2,HomePop Parsons Dining Chair - Distressed Brown Faux Leather - set of 2,KFHQ,1,1,
N6354-YDQY-2,HomePop Parsons Dining Chair - Distressed Brown Faux Leather - set of 2,KFNJ : KFNJQU,6,,
N6354-YDQY-2,HomePop Parsons Dining Chair - Distressed Brown Faux Leather - set of 2,KFNJ,,,
N7697S-F1539,HomePop Storage ottoman,KFNJ,22,9,13
N7697S-F1539,HomePop Storage ottoman,KFHQ,44,2,42
N7697S-F1563,HomePop Storage ottoman,KFNJ,92,14,78
N7697S-F1563,HomePop Storage ottoman,KFHQ : KFHQQU,3,,
N7697S-F1563,HomePop Storage ottoman,KFHQ,,,
